Ürün Adı,Fiyat,Bellek Boyutu,Artırılmış (OC) Frekans,Teknik Puan,Link
EVGA GeForce GTX 1080 FTW Gaming,,8 GB,1860 MHz,57,https://www.epey.com/ekran-karti/evga-geforce-gtx-1080-ftw-gaming.html
XFX Radeon RX 5600 XT 14Gbps 6GB GDDR6 THICC II Pro,,6 GB,1620 MHz,57,https://www.epey.com/ekran-karti/xfx-radeon-rx-5600-xt-14gbps-6gb-gddr6-thicc-ii-pro.html
Gigabyte AORUS GeForce GTX 1080 8G,,8 GB,1873 MHz,57,https://www.epey.com/ekran-karti/gigabyte-aorus-geforce-gtx-1080-8g.html
Gigabyte GeForce GTX 1080 G1 Gaming 8G,,8 GB,1860 MHz,57,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1080-g1-gaming-8g.html
Asus ROG Strix GeForce RTX 2060 6GB GDDR6,,6 GB,1710 MHz,57,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-rtx-2060-6gb-gddr6.html
XFX Radeon RX 5600 XT Thicc III Ultra,,6 GB,1750 MHz,57,https://www.epey.com/ekran-karti/xfx-radeon-rx-5600-xt-thicc-iii-ultra.html
EVGA GeForce GTX 1080 SC Gaming,,8 GB,1847 MHz,57,https://www.epey.com/ekran-karti/evga-geforce-gtx-1080-sc-gaming.html
Asus Dual GeForce RTX 2060 OC Edition 6GB GDDR6,,6 GB,1785 MHz,57,https://www.epey.com/ekran-karti/asus-dual-geforce-rtx-2060-oc-edition-6gb-gddr6.html
Asus Dual GeForce RTX 2060 Advanced Edition EVO,,6 GB,1725 MHz,57,https://www.epey.com/ekran-karti/asus-dual-geforce-rtx-2060-advanced-edition-evo.html
Asus Dual GeForce GTX 1660 Super Mini OC,,6 GB,1860 MHz,57,https://www.epey.com/ekran-karti/asus-dual-geforce-gtx-1660-super-mini-oc.html
Galax GeForce RTX 2060 EX (1-Click OC),,6 GB,1725 MHz,57,https://www.epey.com/ekran-karti/galax-geforce-rtx-2060-ex-1-click-oc.html
Asus Turbo GeForce RTX 2060 6GB GDDR6,,6 GB,1710 MHz,57,https://www.epey.com/ekran-karti/asus-turbo-geforce-rtx-2060-6gb-gddr6.html
ZOTAC Gaming GeForce RTX 2070 OC Mini,,8 GB,1650 MHz,61,https://www.epey.com/ekran-karti/zotac-gaming-geforce-rtx-2070-oc-mini.html
Inno3D GeForce RTX 2060 Super iChill X3 Ultra,,8 GB,1695 MHz,61,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-2060-super-ichill-x3-ultra.html
EVGA GeForce RTX 2060 Super XC Gaming,,8 GB,1695 MHz,61,https://www.epey.com/ekran-karti/evga-geforce-rtx-2060-super-xc-gaming.html
Asus Turbo Radeon RTX 2060 Super Evo,,8 GB,1680 MHz,61,https://www.epey.com/ekran-karti/asus-turbo-radeon-rtx-2060-super-evo.html
Gigabyte GeForce RTX 2070 Windforce 8G,,8 GB,1620 MHz,61,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-2070-windforce-8g.html
MSI GeForce RTX 2070 Gaming 8G,,8 GB,1620 MHz,61,https://www.epey.com/ekran-karti/msi-geforce-rtx-2070-gaming-8g.html
MSI GeForce RTX 2070 Armor 8G,,8 GB,1620 MHz,61,https://www.epey.com/ekran-karti/msi-geforce-rtx-2070-armor-8g.html
Zotac Gaming GeForce RTX 2070 Mini,,8 GB,1620 MHz,61,https://www.epey.com/ekran-karti/zotac-gaming-geforce-rtx-2070-mini.html
MSI GeForce RTX 2060 Super Armor OC,,8 GB,1680 MHz,61,https://www.epey.com/ekran-karti/msi-geforce-rtx-2060-super-armor-oc.html
Evga GeForce RTX 2070 XC Black Edition Gaming,,8 GB,1620 MHz,61,https://www.epey.com/ekran-karti/evga-geforce-rtx-2070-xc-black-edition-gaming.html
Gigabyte GeForce RTX 2070 Gaming 8G,,8 GB,1620 MHz,61,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-2070-gaming-8g.html
Gigabyte Radeon RX Vega 64 8G,,8 GB,1546 MHz,61,https://www.epey.com/ekran-karti/gigabyte-radeon-rx-vega-64-8g.html
Sapphire Radeon RX 5700 8GB GDDR6,,8 GB,1725 MHz,61,https://www.epey.com/ekran-karti/sapphire-radeon-rx-5700-8gb-gddr6.html
Palit GeForce RTX 2060 Super GP,,8 GB,1650 MHz,61,https://www.epey.com/ekran-karti/palit-geforce-rtx-2060-super-gp.html
MSI Radeon RX Vega 64 8G,,8 GB,1546 MHz,61,https://www.epey.com/ekran-karti/msi-radeon-rx-vega-64-8g.html
MSI GeForce RTX 2070 Ventus 8G,,8 GB,1620 MHz,60,https://www.epey.com/ekran-karti/msi-geforce-rtx-2070-ventus-8g.html
MSI GeForce RTX 2070 AERO ITX 8G,,8 GB,1620 MHz,60,https://www.epey.com/ekran-karti/msi-geforce-rtx-2070-aero-itx-8g.html
MSI GeForce RTX 2070 Ventus GP,,8 GB,1620 MHz,60,https://www.epey.com/ekran-karti/msi-geforce-rtx-2070-ventus-gp.html
Palit GeForce RTX 2060 Super Dual,,8 GB,1650 MHz,60,https://www.epey.com/ekran-karti/palit-geforce-rtx-2060-super-dual.html
Gigabyte GeForce RTX 2060 Super Windforce OC 8G,,8 GB,1680 MHz,60,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-2060-super-windforce-oc-8g.html
Zotac Gaming GeForce RTX 2080 Super AMP Extreme,,8 GB,1710 MHz,60,https://www.epey.com/ekran-karti/zotac-gaming-geforce-rtx-2080-super-amp-extreme.html
MSI GeForce RTX 2060 Super Ventus OC,,8 GB,1665 MHz,60,https://www.epey.com/ekran-karti/msi-geforce-rtx-2060-super-ventus-oc.html
MSI GeForce RTX 2070 Aero 8G,,8 GB,1620 MHz,60,https://www.epey.com/ekran-karti/msi-geforce-rtx-2070-aero-8g.html
Inno3D GeForce RTX 2070 Twin X2,,8 GB,1620 MHz,60,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-2070-twin-x2.html
Galax GeForce RTX 2060 Super (1-Click OC),,8 GB,1680 MHz,60,https://www.epey.com/ekran-karti/galax-geforce-rtx-2060-super-1-click-oc.html
Inno3D GeForce RTX 2060 Super Twin x2 OC,,8 GB,1665 MHz,60,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-2060-super-twin-x2-oc.html
Zotac GeForce RTX 2060 Super AMP,,8 GB,1680 MHz,60,https://www.epey.com/ekran-karti/zotac-geforce-rtx-2060-super-amp.html
Zotac Gaming GeForce RTX 2060 Super Mini,,8 GB,1650 MHz,60,https://www.epey.com/ekran-karti/zotac-gaming-geforce-rtx-2060-super-mini.html
Asus ROG Strix Radeon RX Vega 64 OC,,8 GB,1590 MHz,59,https://www.epey.com/ekran-karti/asus-rog-strix-rx-vega64-oc.html
Gigabyte Aorus GeForce GTX 1080 Xtreme Edition 8G,,8 GB,1936 MHz,59,https://www.epey.com/ekran-karti/gigabyte-aorus-geforce-gtx-1080-xtreme-edition-8g.html
Asus ROG Strix GeForce RTX 2060 EVO OC Edition 6GB GDDR6,,6 GB,1860 MHz,59,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-rtx-2060-evo-oc-edition-6gb-gddr6.html
MSI GeForce GTX 1080 Sea Hawk,,8 GB,1771 MHz,59,https://www.epey.com/ekran-karti/msi-geforce-gtx-1080-sea-hawk.html
Asus ROG Strix Radeon RX Vega56 8G OC Gaming,,8 GB,1573 MHz,58,https://www.epey.com/ekran-karti/asus-rog-strix-radeon-rx-vega56-8g-oc-gaming-rog-strix-rxvega56-o8g-gaming.html
Gigabyte GeForce GTX 1080 Xtreme Gaming Premium Pack 8G,,8 GB,1936 MHz,58,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1080-xtreme-gaming-premium-pack-8g.html
Asus ROG Strix GeForce RTX 2060 Evo Advanced Edition 6GB GDDR6,,6 GB,1740 MHz,58,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-rtx-2060-evo-advanced-edition-6gb-gddr6.html
ASRock Radeon RX 5600 XT Phantom Gaming D3 6G OC,,6 GB,1750 MHz,58,https://www.epey.com/ekran-karti/asrock-radeon-rx-5600-xt-phantom-gaming-d3-6g-oc.html
Asus ROG Strix GeForce RTX 2060 Evo 6GB GDDR6,,6 GB,1710 MHz,58,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-rtx-2060-evo-6gb-gddr6.html
Sapphire Nitro+ Radeon RX Vega 56,,8 GB,1550 MHz,58,https://www.epey.com/ekran-karti/sapphire-nitroplus-radeon-rx-vega-56.html
MSI Radeon RX Vega 56 Air Boost 8G OC,,8 GB,1520 MHz,58,https://www.epey.com/ekran-karti/msi-radeon-rx-vega-56-air-boost-8g-oc.html
Sapphire Pulse Radeon RX Vega 56,,8 GB,1512 MHz,58,https://www.epey.com/ekran-karti/sapphire-pulse-radeon-rx-vega-56.html
MSI Radeon RX 5600 XT Gaming X,,6 GB,1750 MHz,58,https://www.epey.com/ekran-karti/msi-radeon-rx-5600-xt-gaming-x.html
Gigabyte Radeon RX Vega 56 Gaming OC 8G,,8 GB,1501 MHz,58,https://www.epey.com/ekran-karti/gigabyte-radeon-rx-vega-56-gaming-oc-8g.html
MSI Radeon RX Vega 56 Air Boost 8G,,8 GB,1471 MHz,58,https://www.epey.com/ekran-karti/msi-radeon-rx-vega-56-air-boost-8g.html
ASRock Radeon RX 5600 XT Challenger D 6G OC,,6 GB,1750 MHz,58,https://www.epey.com/ekran-karti/asrock-radeon-rx-5600-xt-challenger-d-6g-oc.html
ASRock Radeon RX 5600 XT Challenger Pro 6G OC,,6 GB,1750 MHz,58,https://www.epey.com/ekran-karti/asrock-radeon-rx-5600-xt-challenger-pro-6g-oc.html
Asus Dual GeForce RTX 2060 Mini OC Edition,,6 GB,1755 MHz,58,https://www.epey.com/ekran-karti/asus-dual-geforce-rtx-2060-mini-oc-edition.html
MSI Radeon RX Vega 56 8G,,8 GB,1471 MHz,57,https://www.epey.com/ekran-karti/msi-radeon-rx-vega-56-8g.html
Asus ROG Strix GeForce GTX 1070 Ti 8G Gaming,,8 GB,1721 MHz,54,https://www.epey.com/ekran-karti/asus-rog-strix-gtx-1070-ti-8g-gaming.html
Gigabyte GeForce GTX 1070 Ti Gaming 8G,,8 GB,1721 MHz,54,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1070-ti-gaming-8g.html
Asus Dual Radeon RX 5500 XT Evo OC 4G,,4 GB,1865 MHz,54,https://www.epey.com/ekran-karti/asus-dual-radeon-rx-5500-xt-evo-oc-4g.html
Gigabyte Radeon RX 5500 XT Gaming OC 4G,,4 GB,1845 MHz,54,https://www.epey.com/ekran-karti/gigabyte-radeon-rx-5500-xt-gaming-oc-4g.html
Asus Turbo GeForce GTX 1070 Ti,,8 GB,1721 MHz,54,https://www.epey.com/ekran-karti/asus-turbo-geforce-gtx-1070-ti.html
Asus Dual GeForce GTX 1660 Ti OC,,6 GB,1830 MHz,54,https://www.epey.com/ekran-karti/asus-dual-geforce-gtx-1660-ti-oc.html
Gigabyte AORUS GeForce GTX 1070 Ti 8G,,8 GB,1683 MHz,54,https://www.epey.com/ekran-karti/gigabyte-aorus-geforce-gtx-1070ti-8g.html
Evga GeForce GTX 1660 Ti XC Ultra Gaming,,6 GB,1860 MHz,54,https://www.epey.com/ekran-karti/evga-geforce-gtx-1660-ti-xc-ultra-gaming.html
Palit GeForce GTX 1660 Ti Dual,,6 GB,1770 MHz,54,https://www.epey.com/ekran-karti/palit-geforce-gtx-1660-ti-dual.html
Asus Phoenix GeForce GTX 1660 Ti OC,,6 GB,1815 MHz,54,https://www.epey.com/ekran-karti/asus-phoenix-geforce-gtx-1660-ti-oc.html
MSI Radeon RX 5500 XT Mech 4G OC,,4 GB,1845 MHz,54,https://www.epey.com/ekran-karti/msi-radeon-rx-5500-xt-mech-4g-oc.html
Zotac GeForce GTX 1070 Ti Mini,,8 GB,1683 MHz,54,https://www.epey.com/ekran-karti/zotac-geforce-gtx-1070-ti-mini.html
MSI GeForce GTX 1070 Ti Duke 8G,,8 GB,1683 MHz,54,https://www.epey.com/ekran-karti/msi-geforce-gtx-1070-ti-duke-8g.html
MSI GeForce GTX 1070 Ti Aero 8G,,8 GB,1683 MHz,54,https://www.epey.com/ekran-karti/msi-geforce-gtx-1070-ti-aero-8g.html
MSI GeForce GTX 1660 Ti Aero ITX OC,,6 GB,1830 MHz,54,https://www.epey.com/ekran-karti/msi-geforce-gtx-1660-ti-aero-itx-oc.html
EVGA GeForce GTX 1070 Ti SC Gaming,,8 GB,1683 MHz,54,https://www.epey.com/ekran-karti/evga-geforce-gtx-1070-ti-sc-gaming.html
MSI GeForce GTX 1660 Ti Armor,,6 GB,1800 MHz,54,https://www.epey.com/ekran-karti/msi-geforce-gtx-1660-ti-armor.html
Asus Phoenix GeForce GTX 1660 Ti,,6 GB,1800 MHz,54,https://www.epey.com/ekran-karti/asus-phoenix-geforce-gtx-1660-ti.html
MSI GeForce GTX 1070 Ti Gaming 8G,,8 GB,1683 MHz,54,https://www.epey.com/ekran-karti/msi-geforce-gtx-1070-ti-gaming-8g.html
Asus Dual GeForce GTX 1660 Ti,,6 GB,1800 MHz,54,https://www.epey.com/ekran-karti/asus-dual-geforce-gtx-1660-ti.html
Gigabyte GeForce GTX 1660 Ti Mini ITX OC,,6 GB,1785 MHz,54,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1660-ti-mini-itx-oc.html
Gainward GeForce GTX 1660 Ti Ghost OC,,6 GB,1815 MHz,54,https://www.epey.com/ekran-karti/gainward-geforce-gtx-1660-ti-ghost-oc.html
ZOTAC GeForce GTX 1070 Ti AMP Edition,,8 GB,1683 MHz,54,https://www.epey.com/ekran-karti/zotac-geforce-gtx-1070-ti-amp-edition.html
PNY GeForce GTX 1660 Ti XLR8 Gaming OC,,6 GB,1815 MHz,54,https://www.epey.com/ekran-karti/pny-geforce-gtx-1660-ti-xlr8-gaming-oc.html
Palit GeForce GTX 1660 Ti Storm X OC,,6 GB,1815 MHz,54,https://www.epey.com/ekran-karti/palit-geforce-gtx-1660-ti-storm-x-oc.html
EVGA GeForce GTX 1070 Ti FTW Ultra Silent Gaming,,8 GB,1683 MHz,54,https://www.epey.com/ekran-karti/evga-geforce-gtx-1070-ti-ftw-ultra-silent-gaming.html
EVGA GeForce GTX 1660 Ti XC Gaming,,6 GB,1845 MHz,54,https://www.epey.com/ekran-karti/evga-geforce-gtx-1660-ti-xc-gaming.html
Gigabyte GeForce GTX 1070 Ti Windforce 8G,,8 GB,1721 MHz,54,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1070-ti-windforce-8g.html
Zotac Gaming GeForce GTX 1660 Ti 6GB GDDR6,,6 GB,1770 MHz,54,https://www.epey.com/ekran-karti/zotac-gaming-geforce-gtx-1660-ti-6gb-gddr6.html
Gigabyte Radeon RX 5500 XT OC 4G,,4 GB,1845 MHz,54,https://www.epey.com/ekran-karti/gigabyte-radeon-rx-5500-xt-oc-4g.html
Manli GeForce GTX 1070 Ti (N424 + F378),,8 GB,1683 MHz,54,https://www.epey.com/ekran-karti/manli-geforce-gtx-1070-ti-n424-plus-f378.html
Palit GeForce GTX 1660 Ti Storm X,,6 GB,1770 MHz,54,https://www.epey.com/ekran-karti/palit-geforce-gtx-1660-ti-storm-x.html
MSI GeForce GTX 1660 Ti Aero ITX,,6 GB,1770 MHz,54,https://www.epey.com/ekran-karti/msi-geforce-gtx-1660-ti-aero-itx.html
Inno3D GeForce GTX 1660 Ti Twin X2,,6 GB,1770 MHz,54,https://www.epey.com/ekran-karti/inno3d-geforce-gtx-1660-ti-twin-x2.html
Palit GeForce GTX 1070 Ti Dual,,8 GB,1683 MHz,54,https://www.epey.com/ekran-karti/palit-geforce-gtx-1070-ti-dual.html
EVGA GeForce GTX 1660 Ti XC Black Gaming,,6 GB,1770 MHz,54,https://www.epey.com/ekran-karti/evga-geforce-gtx-1660-ti-xc-black-gaming.html
MSI GeForce GTX 1070 Ti Armor 8G,,8 GB,1683 MHz,54,https://www.epey.com/ekran-karti/msi-geforce-gtx-1070-ti-armor-8g.html
Evga GeForce GTX 1070 FTW Gaming,,8 GB,1797 MHz,54,https://www.epey.com/ekran-karti/evga-geforce-gtx-1070-ftw-gaming.html
Asus ROG Strix GeForce GTX 1070 OC Gaming,,8 GB,1632 MHz,53,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-gtx-1070-oc-gaming.html
ZOTAC GeForce GTX 1070 AMP Extreme,,8 GB,1835 MHz,53,https://www.epey.com/ekran-karti/zotac-geforce-gtx-1070-amp-extreme.html
Sapphire Pulse Radeon RX 5500 XT 4G,,4 GB,1845 MHz,53,https://www.epey.com/ekran-karti/sapphire-pulse-radeon-rx-5500-xt-4g.html
Sapphire Pulse Radeon RX 5500 XT SF 4G GDDR6,,4 GB,1845 MHz,53,https://www.epey.com/ekran-karti/sapphire-pulse-radeon-rx-5500-xt-sf-4g-gddr6.html
Gigabyte GeForce GTX 1070 G1 Gaming 8G,,8 GB,1822 MHz,53,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1070-g1-gaming-8g.html
PowerColor Radeon RX 5500 XT 4GB,,4 GB,1845 MHz,53,https://www.epey.com/ekran-karti/powercolor-radeon-rx-5500-xt-axrx-5500-xt-4gbd6-dh-oc.html
Zotac GeForce GTX 1070 AMP! Edition,,8 GB,1797 MHz,53,https://www.epey.com/ekran-karti/zotac-geforce-gtx-1070-amp-edition.html
Evga GeForce GTX 1070 FTW2 Gaming,,8 GB,1797 MHz,53,https://www.epey.com/ekran-karti/evga-geforce-gtx-1070-ftw2-gaming.html
ZOTAC GeForce GTX 1070 AMP Core Edition,,8 GB,1795 MHz,53,https://www.epey.com/ekran-karti/zotac-geforce-gtx-1070-amp-core-edition.html
Asus ROG Strix GeForce GTX 1080 Advanced Edition,,8 GB,1835 MHz,57,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-gtx-1080-advanced-edition.html
Gigabyte GeForce RTX 2060 WINDFORCE OC 6G,,6 GB,1770 MHz,57,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-2060-windforce-oc-6g.html
MSI Radeon RX 5600 XT Mech OC,,6 GB,1620 MHz,57,https://www.epey.com/ekran-karti/msi-radeon-rx-5600-xt-mech-oc.html
Gigabyte GeForce RTX 2060 OC 6G,,6 GB,1755 MHz,57,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-2060-oc-6g.html
Sapphire Pulse Radeon RX 5600 XT 6G GDDR6,,6 GB,1750 MHz,57,https://www.epey.com/ekran-karti/sapphire-pulse-radeon-rx-5600-xt-6g-gddr6.html
Gigabyte Radeon RX 5600 XT Gaming OC 6G,,6 GB,1620 MHz,56,https://www.epey.com/ekran-karti/gigabyte-radeon-rx-5600-xt-gaming-oc-6g.html
Gigabyte Aorus GeForce GTX 1660 Super 6G,,6 GB,1875 MHz,56,https://www.epey.com/ekran-karti/gigabyte-aorus-geforce-gtx-1660-super-6g.html
MSI Radeon RX 5600 XT Gaming,,6 GB,1600 MHz,56,https://www.epey.com/ekran-karti/msi-radeon-rx-5600-xt-gaming.html
Zotac GeForce GTX 1080 AMP! Edition,,8 GB,1822 MHz,56,https://www.epey.com/ekran-karti/zotac-geforce-gtx-1080-amp-edition.html
Asus TUF Gaming GeForce RTX 2060 OC,,6 GB,1740 MHz,56,https://www.epey.com/ekran-karti/asus-tuf-gaming-geforce-rtx-2060-oc.html
Gigabyte GeForce GTX 1660 Super Gaming OC 6G,,6 GB,1860 MHz,56,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1660-super-gaming-oc-6g.html
Evga GeForce RTX 2060 SC Ultra Gaming,,6 GB,1755 MHz,56,https://www.epey.com/ekran-karti/evga-geforce-rtx-2060-sc-ultra-gaming.html
Manli GeForce RTX 2060 Gallardo,,6 GB,1725 MHz,56,https://www.epey.com/ekran-karti/manli-geforce-rtx-2060-gallardo.html
Palit GeForce RTX 2060 Dual,,6 GB,1680 MHz,56,https://www.epey.com/ekran-karti/palit-rtx2060-dual.html
Palit GeForce RTX 2060 GamingPro,,6 GB,1680 MHz,56,https://www.epey.com/ekran-karti/palit-geforce-rtx-2060-gamingpro.html
Asus Dual GeForce RTX 2060 6GB GDDR6,,6 GB,1710 MHz,56,https://www.epey.com/ekran-karti/asus-dual-geforce-rtx-2060-6gb-gddr6.html
MSI GeForce RTX 2060 Ventus XS 6G OC,,6 GB,1710 MHz,56,https://www.epey.com/ekran-karti/msi-geforce-rtx-2060-ventus-xs-6g-oc.html
MSI GeForce RTX 2060 Aero ITX 6G OC,,6 GB,1710 MHz,56,https://www.epey.com/ekran-karti/msi-geforce-rtx-2060-aero-itx-6g-oc.html
Asus GeForce RTX 2060 Phoenix,,6 GB,1720 MHz,56,https://www.epey.com/ekran-karti/asus-geforce-rtx-2060-phoenix.html
Gigabyte GeForce RTX 2060 Mini ITX OC 6G,,6 GB,1695 MHz,56,https://www.epey.com/ekran-karti/gigabyte-geforce-rtx-2060-mini-itx-oc-6g.html
MSI GeForce GTX 1080 Gaming X 8G,,8 GB,1847 MHz,56,https://www.epey.com/ekran-karti/msi-geforce-gtx-1080-gaming-x-8g.html
EVGA GeForce RTX 2060 SC Ovlerclocked,,6 GB,1710 MHz,56,https://www.epey.com/ekran-karti/evga-geforce-rtx-2060-sc-ovlerclocked.html
MSI GeForce RTX 2060 VENTUS 6G,,6 GB,1680 MHz,56,https://www.epey.com/ekran-karti/msi-geforce-rtx-2060-ventus-6g.html
Zotac Gaming GeForce RTX 2060 Twin Fan,,6 GB,1680 MHz,56,https://www.epey.com/ekran-karti/zotac-gaming-geforce-rtx-2060-twin-fan.html
PNY GeForce RTX 2060 6GB XLR8 Gaming Overclocked Edition,,6 GB,1725 MHz,56,https://www.epey.com/ekran-karti/pny-geforce-rtx-2060-6gb-xlr8-gaming-overclocked-edition.html
XFX Radeon RX 5600 XT 6GB GDDR6 THICC II Pro,,6 GB,1620 MHz,56,https://www.epey.com/ekran-karti/xfx-radeon-rx-5600-xt-6gb-gddr6-thicc-ii-pro.html
Palit GeForce GTX 1660 Super GP OC,,6 GB,1830 MHz,56,https://www.epey.com/ekran-karti/palit-geforce-gtx-1660-super-gp-oc.html
Asus Phoenix GeForce GTX 1660 Super,,6 GB,1815 MHz,56,https://www.epey.com/ekran-karti/asus-phoenix-geforce-gtx-1660-super.html
Gigabyte GeForce GTX 1660 Super Gaming 6G,,6 GB,1785 MHz,56,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1660-super-gaming-6g.html
Inno3D GeForce RTX 2060 Compact,,6 GB,1680 MHz,56,https://www.epey.com/ekran-karti/inno3d-geforce-rtx-2060-compact.html
Gigabyte Radeon RX 5600 XT Windforce OC 6G,,6 GB,1620 MHz,56,https://www.epey.com/ekran-karti/gigabyte-radeon-rx-5600-xt-windforce-oc-6g.html
Asus ROG Strix GeForce GTX 1080 8G Gaming,,8 GB,1771 MHz,56,https://www.epey.com/ekran-karti/asus-rog-strix-geforce-gtx-1080-8g-gaming.html
MSI GeForce GTX 1080 Aero 8G OC,,8 GB,1771 MHz,56,https://www.epey.com/ekran-karti/msi-geforce-gtx-1080-aero-8g-oc.html
Evga GeForce GTX 1660 Super SC Ultra Gaming,,6 GB,1860 MHz,56,https://www.epey.com/ekran-karti/evga-geforce-gtx-1660-super-sc-ultra-gaming.html
Sapphire Pulse Radeon RX 5600 XT BE,,6 GB,1620 MHz,56,https://www.epey.com/ekran-karti/sapphire-pulse-radeon-rx-5600-xt-be.html
ZOTAC GeForce GTX 1080 Mini,,8 GB,1759 MHz,56,https://www.epey.com/ekran-karti/zotac-geforce-gtx-1080-mini.html
Palit GeForce GTX 1660 Super GP,,6 GB,1785 MHz,56,https://www.epey.com/ekran-karti/palit-geforce-gtx-1660-super-gp.html
MSI GeForce GTX 1080 Gaming 8G,,8 GB,1771 MHz,56,https://www.epey.com/ekran-karti/msi-geforce-gtx-1080-gaming-8g.html
MSI GeForce GTX 1080 Armor 8G OC,,8 GB,1797 MHz,56,https://www.epey.com/ekran-karti/msi-geforce-gtx-1080-armor-8g-oc.html
MSI GeForce GTX 1660 Super Ventus OC,,6 GB,1815 MHz,56,https://www.epey.com/ekran-karti/msi-geforce-gtx-1660-super-ventus-oc.html
Gigabyte GeForce GTX 1080 Turbo OC 8G,,8 GB,1797 MHz,56,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1080-turbo-oc-8g.html
Gigabyte GeForce GTX 1080 Windforce OC 8G,,8 GB,1797 MHz,56,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1080-windforce-oc-8g.html
MSI Radeon RX 5600 XT Mech,,6 GB,1560 MHz,56,https://www.epey.com/ekran-karti/msi-radeon-rx-5600-xt-mech.html
Asus Turbo GeForce GTX 1080,,8 GB,1733 MHz,56,https://www.epey.com/ekran-karti/asus-turbo-geforce-gtx-1080.html
Zotac Gaming GeForce RTX 2060,,6 GB,1680 MHz,56,https://www.epey.com/ekran-karti/zotac-gaming-geforce-rtx-2060.html
MSI GeForce GTX 1080 Aero 8G,,8 GB,1733 MHz,56,https://www.epey.com/ekran-karti/msi-geforce-gtx-1080-aero-8g.html
PowerColor Radeon RX 5600 XT 6GB GDDR6,,6 GB,1620 MHz,56,https://www.epey.com/ekran-karti/powercolor-radeon-rx-5600-xt-6gb-gddr6.html
Palit GeForce GTX 1080 Dual OC,,8 GB,1759 MHz,56,https://www.epey.com/ekran-karti/palit-geforce-gtx-1080-dual-oc.html
Zotac GeForce GTX 1080 Blower,,8 GB,1733 MHz,56,https://www.epey.com/ekran-karti/zotac-geforce-gtx-1080-blower.html
Manli GeForce GTX 1080 Heatsink with Blower Fan,,8 GB,1733 MHz,56,https://www.epey.com/ekran-karti/manli-geforce-gtx-1080-heatsink-with-blower-fan.html
Manli GeForce GTX 1080 (F360G+N425),,8 GB,1733 MHz,56,https://www.epey.com/ekran-karti/manli-geforce-gtx-1080-f360g-plusn425.html
ASRock Radeon RX 5500 XT Phantom Gaming D 8G OC,,8 GB,1845 MHz,56,https://www.epey.com/ekran-karti/asrock-radeon-rx-5500-xt-phantom-gaming-d-8g-oc.html
Gigabyte GeForce GTX 1080 Mini ITX 8G,,8 GB,1771 MHz,56,https://www.epey.com/ekran-karti/gigabyte-geforce-gtx-1080-mini-itx-8g.html
MSI GeForce GTX 1080 Armor 8G,,8 GB,1733 MHz,56,https://www.epey.com/ekran-karti/msi-geforce-gtx-1080-armor-8g.html
Asus ROG Strix Radeon RX 5500 XT OC 8G,,8 GB,1865 MHz,56,https://www.epey.com/ekran-karti/asus-rog-strix-radeon-rx-5500-xt-oc-8g.html
Asus TUF Gaming X3 GeForce GTX 1660 Super OC Edition,,6 GB,1860 MHz,56,https://www.epey.com/ekran-karti/asus-tuf-gaming-x3-geforce-gtx-1660-super-oc-edition.html
Asus Dual Radeon RX 5500 XT Evo OC 8G,,8 GB,1865 MHz,56,https://www.epey.com/ekran-karti/asus-dual-radeon-rx-5500-xt-evo-oc-8g.html
Manli GeForce RTX 2060 Blower,,6 GB,1680 MHz,56,https://www.epey.com/ekran-karti/manli-geforce-rtx-2060-blower.html
ASRock Radeon RX 5500 XT Challenger D 8G OC,,8 GB,1845 MHz,56,https://www.epey.com/ekran-karti/asrock-radeon-rx-5500-xt-challenger-d-8g-oc.html
Sapphire Nitro+ Radeon RX 5500 XT 8G GDDR6 SE,,8 GB,1845 MHz,56,https://www.epey.com/ekran-karti/sapphire-nitro-plus-radeon-rx-5500-xt-8g-gddr6-se.html
MSI Radeon RX 5500 XT Mech 8G OC,,8 GB,1845 MHz,56,https://www.epey.com/ekran-karti/msi-radeon-rx-5500-xt-mech-8g-oc.html
